0.99956805	0.00041826192	1.3674877e-05
9.115607e-06	0.99997485	1.6138882e-05
1.3663417e-05	0.9999771	9.189944e-06
1.1778143e-05	0.9999782	1.0001825e-05
0.9997366	3.0738614e-05	0.00023262044
0.99977976	0.00018702263	3.3292905e-05
0.99994004	2.442861e-05	3.547643e-05
1.6142309e-05	0.99966276	0.00032111158
1.0875827e-05	1.9151745e-05	0.99996996
8.089349e-06	1.1056028e-05	0.9999808
1.095382e-05	0.99997735	1.163045e-05
1.1149675e-05	8.652047e-06	0.9999802
8.91601e-06	1.1192765e-05	0.99997985
8.060855e-06	1.2925141e-05	0.999979
1.5168054e-05	0.99997544	9.401556e-06
9.730352e-05	0.9998467	5.6003304e-05
0.00012115233	0.99987245	6.4053515e-06
9.508026e-06	0.99998033	1.0156127e-05
1.1797509e-05	0.9999788	9.46726e-06
7.557991e-06	1.0744407e-05	0.99998164
1.5626936e-05	0.9999777	6.6727157e-06
8.77906e-06	0.99996436	2.6767639e-05
1.2015338e-05	7.889814e-06	0.9999801
1.2738205e-05	8.48842e-06	0.9999788
9.002547e-06	1.0036568e-05	0.9999809
6.3271023e-06	1.4033099e-05	0.9999796
0.9999274	5.323875e-05	1.9324838e-05
1.3333894e-05	0.99997735	9.246297e-06
8.726165e-06	1.072065e-05	0.99998057
1.052114e-05	9.681692e-06	0.99997985
1.0113404e-05	0.9999752	1.461524e-05
7.0443475e-06	3.293046e-05	0.99996006
1.4802781e-05	0.9972264	0.0027586422
1.1384548e-05	0.99808645	0.0019021491
1.039148e-05	0.99997723	1.2376664e-05
1.2441869e-05	7.5718813e-06	0.99998
0.4852816	0.5068813	0.007837108
1.326809e-05	0.99997675	9.994526e-06
0.99826103	1.1499893e-05	0.0017274091
6.8481017e-06	1.3703173e-05	0.9999795
1.5330681e-05	0.99997497	9.6769745e-06
9.317588e-06	1.9367602e-05	0.9999713
9.2294285e-06	9.2705295e-06	0.9999815
2.319394e-05	0.0012425228	0.9987343
0.99993587	4.7225196e-05	1.6983779e-05
1.0945184e-05	0.99997914	9.855198e-06
9.38425e-06	0.9999783	1.2291926e-05
6.7686115e-06	3.4342032e-05	0.9999589
1.285872e-05	8.535941e-06	0.99997866
1.1568277e-05	8.56989e-06	0.99997985
1.6705739e-05	0.9999746	8.717687e-06
9.388598e-06	8.787096e-06	0.9999819
6.154133e-06	1.701971e-05	0.9999769
8.077507e-06	0.99996173	3.0144563e-05
2.4152037e-05	0.99996364	1.211833e-05
1.2053261e-05	0.9999784	9.564139e-06
0.006224502	0.99375147	2.404211e-05
7.3991737e-06	1.1691143e-05	0.9999809
4.436399e-05	0.9999497	5.9621257e-06
1.0213542e-05	9.298454e-06	0.99998045
5.5112967e-05	0.9999324	1.25647475e-05
1.10563315e-05	0.9999788	1.015708e-05
1.5717664e-05	0.9999683	1.600506e-05
9.908201e-06	0.9999794	1.0706517e-05
1.9932038e-05	0.99997425	5.8224123e-06
1.2247955e-05	0.99997854	9.161335e-06
1.46651355e-05	0.9999778	7.4579366e-06
1.6259773e-05	0.9999752	8.562197e-06
8.773293e-06	9.816471e-06	0.9999814
0.99931955	0.00065067026	2.9805995e-05
0.6277186	0.37223983	4.1584455e-05
9.485412e-06	9.2730015e-06	0.9999813
8.309239e-06	1.0259561e-05	0.9999814
1.1040505e-05	9.283154e-06	0.99997973
1.0615107e-05	8.938936e-06	0.99998045
1.0437091e-05	9.987285e-06	0.9999796
0.00047744074	0.9995127	9.8651535e-06
0.79338306	0.20656481	5.210029e-05
9.553127e-06	0.999967	2.3529024e-05
1.328177e-05	1.32332325e-05	0.99997354
8.832843e-06	1.0307364e-05	0.9999808
1.61501e-05	0.99997354	1.0351412e-05
2.6312466e-05	0.9999453	2.8398403e-05
0.9995579	0.00041184775	3.0279936e-05
9.573739e-06	0.9999765	1.3949502e-05
1.1140128e-05	8.900779e-06	0.99998
8.129048e-06	0.9999784	1.345426e-05
8.649699e-06	9.710309e-06	0.99998164
0.9999418	1.9671157e-05	3.8465616e-05
7.7353625e-06	1.0839451e-05	0.9999814
1.1151853e-05	0.99997807	1.0723782e-05
8.376189e-05	0.0044086874	0.9955076
0.0003883078	0.9518317	0.04777998
1.1741972e-05	1.0174698e-05	0.99997807
1.4508685e-05	0.9999764	9.00778e-06
1.0897914e-05	1.0203216e-05	0.9999789
0.99992704	5.6371497e-05	1.660339e-05
9.705035e-06	0.9999763	1.4012058e-05
7.3108185e-06	1.2382913e-05	0.99998033
1.2134194e-05	0.9999796	8.215011e-06
0.9999348	3.681793e-05	2.8364788e-05
6.8216627e-06	1.2806241e-05	0.99998033
9.177827e-06	0.9999777	1.3055363e-05
8.1044045e-06	0.999974	1.7921006e-05
5.950513e-06	1.6155162e-05	0.99997795
0.99990785	2.4550247e-05	6.758195e-05
0.9999305	4.700222e-05	2.249883e-05
0.9998982	1.8660941e-05	8.311666e-05
1.0204863e-05	0.9999763	1.3469946e-05
4.1189953e-05	0.99994147	1.7235232e-05
1.3652832e-05	0.9999764	9.866052e-06
0.9998534	3.9109662e-05	0.000107481486
0.994121	1.1003427e-05	0.0058679236
